sentence,aspect,sentiment
i can say that i really liked turning red because a a good animation the film flow very well and the script and direction are very successful in giving deep layer to their character without being in that typical caricature of character of asian origin in this case here chinese the protagonist meilin is very strong she ha all the characteristic of a person who is going to adolescence intensity euphoria search for a dream pressure from family member in perfection and the punctual break of the fourth wall bring u even closer her and the situation she go through when she is a red panda made me laugh a lot,script,1
i can say that i really liked turning red because a a good animation the film flow very well and the script and direction are very successful in giving deep layer to their character without being in that typical caricature of character of asian origin in this case here chinese the protagonist meilin is very strong she ha all the characteristic of a person who is going to adolescence intensity euphoria search for a dream pressure from family member in perfection and the punctual break of the fourth wall bring u even closer her and the situation she go through when she is a red panda made me laugh a lot,direction,1
i can say that i really liked turning red because a a good animation the film flow very well and the script and direction are very successful in giving deep layer to their character without being in that typical caricature of character of asian origin in this case here chinese the protagonist meilin is very strong she ha all the characteristic of a person who is going to adolescence intensity euphoria search for a dream pressure from family member in perfection and the punctual break of the fourth wall bring u even closer her and the situation she go through when she is a red panda made me laugh a lot,character,1
i can say that i really liked turning red because a a good animation the film flow very well and the script and direction are very successful in giving deep layer to their character without being in that typical caricature of character of asian origin in this case here chinese the protagonist meilin is very strong she ha all the characteristic of a person who is going to adolescence intensity euphoria search for a dream pressure from family member in perfection and the punctual break of the fourth wall bring u even closer her and the situation she go through when she is a red panda made me laugh a lot,character,1
i can say that i really liked turning red because a a good animation the film flow very well and the script and direction are very successful in giving deep layer to their character without being in that typical caricature of character of asian origin in this case here chinese the protagonist meilin is very strong she ha all the characteristic of a person who is going to adolescence intensity euphoria search for a dream pressure from family member in perfection and the punctual break of the fourth wall bring u even closer her and the situation she go through when she is a red panda made me laugh a lot,protagonist,1
main character is rewarded for being totally disrespectful and selfish lying sneaking and disobeying,character,0
the fact that the protagonist admits to drawing sexy thing about a boy,protagonist,0
the father wa probably the only character that wasnt annoying in this film compared to the friend that mei mei ha,character,1
i do feel that the matureish theme will make the movie awkwardish to watch with some and will hard to grasp for young teen the movie wa trying to represent,theme,0
a a male myself i admit i did find the whole transforming into a red panda analogy for growing up quite clever but when the film started making joke about mei needing pad it made me realise that the true target audience of this film is solely the female demographic,joke,0
rosalie chiang give a phenomenal lead performance thats instantly likeable and full of joy with plenty of emotional range,lead,1
let ignore the socalled message and concentrate on the film itself a it not good,message,0
the story wa also very predictable,story,0
i think this may be a storyscenario known to many people,story,0
among the lively character acting the animator seemed to have their most fun during the more lively set piece such a dance party and mei frustrating transformation,character,1
being from toronto i really loved all the reference very fun to try and spot them all,reference,1
it ha a good message or being yourself and not always having to follow family tradition since they can be harmful,message,1
i found it so relatable it wa scary but thats what made the movie so damn great wa that it wa so so relatable and the character were really brought to life with animation expression and voice acting,character,1
i found it so relatable it wa scary but thats what made the movie so damn great wa that it wa so so relatable and the character were really brought to life with animation expression and voice acting,expression,1
i found it so relatable it wa scary but thats what made the movie so damn great wa that it wa so so relatable and the character were really brought to life with animation expression and voice acting,animation,1
i found it so relatable it wa scary but thats what made the movie so damn great wa that it wa so so relatable and the character were really brought to life with animation expression and voice acting,voice acting,1
it introduces the concept to child that they are better off making their own choice without your parent,child,0
whether it is the teenage girl whose entire identity center around their love for a fictional boy band or meilins mom who is so over the top embarrassing that it impossible to believe there really arent any character who are easy to identify with or are fun to watch,character,0
instead the movie ha dodgy message about disobeying your parent for example at the end she say my panda my choice implying the child know better,message,0
there are deeper theme in the movie besides puberty which might i add is not the focus at all of this movie,theme,0
tell a story about a four girl in that one girl ha a curse of emotion which she turn into a red panda,story,0
another meaning i think the red panda show is how woman specifically are forced to play certain traditional role and please their parent a it say in the beginning of the movie the character life depends on her honoring her mother,character,0
there are also many adorable and funny scene since they portrayed 13 year old girl in that era along with the culture so well,scene,1
the film touch on very suggestive and sensitive content,content,0
also much of the comedy in the film simply fall flat,comedy,0
i do have a few nitpicks on my first viewing some maybe a little minor that i know come with suspending a bit of disbelief there wa never any time the parent thought to mention the whole pandatransformation curse thing and some maybe not a much not to give too many spoiler away but would 4town or their legion of fan react like that after what happens in the climax of the movie,climax,0
i absolutely loved the animation style,animation style,1
the visual style is massively vibrant colorful and eye popping which is my main reason i think of enjoying it a much a i did,visual style,1
2cast5 acting7 plot6 ending9 story7 art9 voice8 music6 family8 funny7a 13 year old girl is starting to feel change in her body,2cast,0
2cast5 acting7 plot6 ending9 story7 art9 voice8 music6 family8 funny7a 13 year old girl is starting to feel change in her body,acting,1
2cast5 acting7 plot6 ending9 story7 art9 voice8 music6 family8 funny7a 13 year old girl is starting to feel change in her body,plot,1
2cast5 acting7 plot6 ending9 story7 art9 voice8 music6 family8 funny7a 13 year old girl is starting to feel change in her body,ending,1
2cast5 acting7 plot6 ending9 story7 art9 voice8 music6 family8 funny7a 13 year old girl is starting to feel change in her body,story,1
2cast5 acting7 plot6 ending9 story7 art9 voice8 music6 family8 funny7a 13 year old girl is starting to feel change in her body,art,1
2cast5 acting7 plot6 ending9 story7 art9 voice8 music6 family8 funny7a 13 year old girl is starting to feel change in her body,voice,1
2cast5 acting7 plot6 ending9 story7 art9 voice8 music6 family8 funny7a 13 year old girl is starting to feel change in her body,music,0
turning red promotes it message like a tiktok video and while many enjoy that style of medium it lost on me and a bit too much for writing that is cheesy hit me in this film,message,0
i like that type style look more cute and fun,style,1
furthermore the voice acting provides concrete enthusiasm guiding audience through the journey,voice acting,1
no i did not expect a story about a canadianasian 13 year old girl and her diverse group of friend to reference let alone have the september 11 2001 american terrorist attack a part of the film plot unlike a certain infamous animation critic on youtube who will remain nameless but we all know who he is,story,0
no i did not expect a story about a canadianasian 13 year old girl and her diverse group of friend to reference let alone have the september 11 2001 american terrorist attack a part of the film plot unlike a certain infamous animation critic on youtube who will remain nameless but we all know who he is,plot,0
also what wa going through your mind when you decide hey let make a movie were the main character are purposely not listening to their parent and believe that their friend are their parental figure,character,0
that most everyone ha had struggle in the same way the main character of this movie ha,character,0
a heartfelt story and likeable character and most of all memorable,story,1
a heartfelt story and likeable character and most of all memorable,character,1
this concept tie into the time of meilins growth being at such an age a to where puberty is taking ahold and her mental faculty are evolving even further,concept,1
i cant remember the last time i related to or rooted harder for another protagonist,protagonist,1
it a storymetaphor for the onset of womanhood or the menstrual cycle,story,0
her friend are also great full of style and strong personality and they complement the protagonist making for a very strong bond now the mother with the voice of sandra oh is the type of oppressive character who treat her daughter a the most perfect in the world and demanding more than she can give but little by little we discover the origin of all this oppression the same go for the father who at first is an expendable character only a the narrative progress we also learn about him,protagonist,1
her friend are also great full of style and strong personality and they complement the protagonist making for a very strong bond now the mother with the voice of sandra oh is the type of oppressive character who treat her daughter a the most perfect in the world and demanding more than she can give but little by little we discover the origin of all this oppression the same go for the father who at first is an expendable character only a the narrative progress we also learn about him,character,0
her friend are also great full of style and strong personality and they complement the protagonist making for a very strong bond now the mother with the voice of sandra oh is the type of oppressive character who treat her daughter a the most perfect in the world and demanding more than she can give but little by little we discover the origin of all this oppression the same go for the father who at first is an expendable character only a the narrative progress we also learn about him,character,0
i love how the story end,story,1
ive watched both movie and the two have similar message,message,1
pixar typically knock it out of the park with comedy but turning red diverges from such a trend,comedy,0
the animation felt like a mix of disney and cartoon network and it lacked the magic that make pixar film special,animation,0
the humor is okay,humor,0
the animation is okay,animation,0
some funny moment but east meet west movie leave me feeling tired,moment,0
the animation is beautiful and authentic the music wa fun and catchy and overall nice interesting theme and idea,animation,1
the animation is beautiful and authentic the music wa fun and catchy and overall nice interesting theme and idea,music,1
the animation is beautiful and authentic the music wa fun and catchy and overall nice interesting theme and idea,theme,1
the animation is beautiful and authentic the music wa fun and catchy and overall nice interesting theme and idea,idea,1
i saw one review saying the mother wa one of the worst character and wa really annoying,character,0
onto the matter at hand turning red like most pixar film is a stunningly animated clever and often funny family comedy that again like disney latest trend is extremely relatable and not just the puberty bit,animated,1
onto the matter at hand turning red like most pixar film is a stunningly animated clever and often funny family comedy that again like disney latest trend is extremely relatable and not just the puberty bit,comedy,1
really liked the concept unique for pixar and the message,concept,1
really liked the concept unique for pixar and the message,message,1
the way the character look sometimes is the main reason,character,0
so the message of the movie is that girlswomen turn into hateful angry loud lusty unruly creature when thier period start,message,0
this movie is an really good step in the right direction for pixar it one of the first feature length movie directed by a woman from the company which is great but it ha taken to longi love how it cover a taboo and topic that are often shyed away from especially in kid movie like period and female puberty in generali hear people calling it cringe and it giving them second hand embarrassment thats literally the premise of the moviei love that it based around the life of a young asian girl it always lovely to see diversity especially in kid moviesthe plot felt a bit predictable at time but it made up for by the incredible animation and the musicik some are calling it less relatable than other pixar movie because it from the perspective of a preteen girl when this is the same company thats made film about talking car and bug so i find that a bit confusingbut overall a good movie but you may have to explain what a period is to your kid afterwards,topic,1
this movie is an really good step in the right direction for pixar it one of the first feature length movie directed by a woman from the company which is great but it ha taken to longi love how it cover a taboo and topic that are often shyed away from especially in kid movie like period and female puberty in generali hear people calling it cringe and it giving them second hand embarrassment thats literally the premise of the moviei love that it based around the life of a young asian girl it always lovely to see diversity especially in kid moviesthe plot felt a bit predictable at time but it made up for by the incredible animation and the musicik some are calling it less relatable than other pixar movie because it from the perspective of a preteen girl when this is the same company thats made film about talking car and bug so i find that a bit confusingbut overall a good movie but you may have to explain what a period is to your kid afterwards,plot,0
this movie is an really good step in the right direction for pixar it one of the first feature length movie directed by a woman from the company which is great but it ha taken to longi love how it cover a taboo and topic that are often shyed away from especially in kid movie like period and female puberty in generali hear people calling it cringe and it giving them second hand embarrassment thats literally the premise of the moviei love that it based around the life of a young asian girl it always lovely to see diversity especially in kid moviesthe plot felt a bit predictable at time but it made up for by the incredible animation and the musicik some are calling it less relatable than other pixar movie because it from the perspective of a preteen girl when this is the same company thats made film about talking car and bug so i find that a bit confusingbut overall a good movie but you may have to explain what a period is to your kid afterwards,animation,1
this movie is an really good step in the right direction for pixar it one of the first feature length movie directed by a woman from the company which is great but it ha taken to longi love how it cover a taboo and topic that are often shyed away from especially in kid movie like period and female puberty in generali hear people calling it cringe and it giving them second hand embarrassment thats literally the premise of the moviei love that it based around the life of a young asian girl it always lovely to see diversity especially in kid moviesthe plot felt a bit predictable at time but it made up for by the incredible animation and the musicik some are calling it less relatable than other pixar movie because it from the perspective of a preteen girl when this is the same company thats made film about talking car and bug so i find that a bit confusingbut overall a good movie but you may have to explain what a period is to your kid afterwards,musicik,1
there are no big name actor other than sandra oh which doe give this a feeling of nonhollywood,actor,0
first of all this movie is full of message,message,1
the brilliant use of lighting with the change in color pallet result in one heck of a design that is cute and welcoming but then go deeper and i love the element of the city that we find ourselves in,design,1
the brilliant use of lighting with the change in color pallet result in one heck of a design that is cute and welcoming but then go deeper and i love the element of the city that we find ourselves in,lighting,1
it an enjoyable animation for everyone and one of pixars best film,animation,1
one character journey doe not deserve a full length film,character,0
one character journey doe not deserve a full length film,journey,0
this movie wasnt awful by any mean animation wa fine good at time,animation,1
a someone who grew up with an overbearing mother this animation wa very triggering to watch,animation,0
this is a coming of age story,story,0
the ending too is a bit too neatly wrapped up but this is a family film so you cant ask for more unless it go into deeper theme and tone,ending,0
the ending too is a bit too neatly wrapped up but this is a family film so you cant ask for more unless it go into deeper theme and tone,theme,0
the ending too is a bit too neatly wrapped up but this is a family film so you cant ask for more unless it go into deeper theme and tone,tone,0
the animation style is very unique,animation style,1
yet despite that i came out enjoying the story and being completely satisfied by where the character end up,story,1
yet despite that i came out enjoying the story and being completely satisfied by where the character end up,character,1
but i genuinely think that this wa a very heartwarming relatable funny and wellpresented story that i have showed a few friend that i knew would relate,story,1
growing up is a unique challenge for every child but turning red chooses to depict a destructive example rather then telling a more constructive and complete journey,journey,0
instead of having the humour done naturally or in a smart way they go for this weirdly silly humour and i never found it funny,humour,0
instead of having the humour done naturally or in a smart way they go for this weirdly silly humour and i never found it funny,humour,0
the whole concert plot thingy felt somewhat cringy and unnecessary for me,plot,0
and the character design,character design,0
a good message and a kind of representation that should be out there,message,1
a good message and a kind of representation that should be out there,representation,1
pixar obviously used anime a a primary influence for it story and overall concept but other than some of the character emotion it always reminded me of claymation particularly wallace and gromit,story,1
pixar obviously used anime a a primary influence for it story and overall concept but other than some of the character emotion it always reminded me of claymation particularly wallace and gromit,concept,1
pixar obviously used anime a a primary influence for it story and overall concept but other than some of the character emotion it always reminded me of claymation particularly wallace and gromit,character,0
this is a coming of age story and despite what those on social medium claim it totally harmless and innocent,story,1
this make it a multifaceted important story to tell with great use of different cultural character from around the world,story,1
this make it a multifaceted important story to tell with great use of different cultural character from around the world,character,1
that this story which is so much about human drama and the fundamental truth that we only start to learn in adolescence that we cant please everyone but the film end with a happilyeverafter resolution to all the conflict and tension seems ironically juvenile for a film about the beginning of adolescence,story,1
even though the character are adorable they are endearing there is a clear inadequacy in their individual development,character,0
with so many of these film following this tired trope why doe this movie in particular get the brunt of my ire,trope,0
because of this it not nearly a advanced looking a incredibles 2 or toy story 4 but i actually love the design,design,1
so many good lesson in this movie to learn and remember,lesson,1
along with that turning red capture the complexity of motherdaughter relationship across generation with both comedy and drama,comedy,1
the visuals are both gorgeous and funny especially if youre from toronto,visuals,1
the one plus side to this movie is the dad character,character,1
turning red is a vivid and dazzling animated story of friendship parenting adolescence and boy band,story,1
the storyline follows a young lady who feel on top of the world until she start going through some preteen change that includes a family curse,storyline,0
on the plus side the animation wa great the concept wa really interesting and well executed and the humor wa done well,animation,1
on the plus side the animation wa great the concept wa really interesting and well executed and the humor wa done well,concept,1
on the plus side the animation wa great the concept wa really interesting and well executed and the humor wa done well,humor,1
510 for depicting a story of standing up for yourself even if it is against your family for showing how to accept yourself a you are and turning a curse into a boon,story,0
our story transpires in 2002 if i recall correctly though feature mainstay of 90 culture in the vein of tamagotchis algorithmic boy band and standard definition tv,story,0
did also really enjoy the writing on the whole,writing,1
turning red is sweetly reliable in not bashing your head in with the same predictable plot beat,plot,1
i also enjoy more eastern representation in animation movie and i think this one did a fine job at that,representation,1
hence the story gleefully embrace all the weirdness and the oddity,story,1
literally every second of every scene there is always someone interesting happening,scene,1
it a humanly impossible job but they make it possible with animated character,character,1
the animation wa gorgeously done the ancestry story wa beautiful the song were wonderfully boybandesque kudos to billie and finneas for capturing that and those friendship,animation,1
the animation wa gorgeously done the ancestry story wa beautiful the song were wonderfully boybandesque kudos to billie and finneas for capturing that and those friendship,story,1
the animation wa gorgeously done the ancestry story wa beautiful the song were wonderfully boybandesque kudos to billie and finneas for capturing that and those friendship,song,1
her friend were amazing and supportive the film animation wa vibrant and colorful like something out of a anime which is a first for pixar and the theme of motherhood wa so universal,animation,1
her friend were amazing and supportive the film animation wa vibrant and colorful like something out of a anime which is a first for pixar and the theme of motherhood wa so universal,theme,1
weak plot annoying character and very surprisingly poor animation,plot,0
weak plot annoying character and very surprisingly poor animation,character,0
weak plot annoying character and very surprisingly poor animation,animation,0
a someone who relates heavily to the main character i wish i had this representation when i wa that young,character,1
expensive voice actor and good cgi arent enough to make this entertaining even for today child,voice actor,0
expensive voice actor and good cgi arent enough to make this entertaining even for today child,cgi,0
it wa a fast paced storyline though most of the joke in the dialogue didnt really find much footing,storyline,0
it wa a fast paced storyline though most of the joke in the dialogue didnt really find much footing,joke,0
he want to live up to his standard of being a hero,hero,0
i know that pixar ha to have that so their movie do serve a greater purpose in childrens life and i wholeheartedly agree with a simple message like this movie ha,message,1
on the other hand i am happy to report that lightyear will like those movie did successfully manipulate you into laughing sobbing and being emotionally content by the time you are done watching it,content,1
it story feel a bit derivative of other work at time which is a missed opportunity for sure because there is so much unique worldbuilding in this film that could have been accomplished,story,0
ala time dilation occurs for buzz every time he fly and a the year go by the colony expands and his friend all die introducing u to new character,character,0
this scene stealer brings the joy humor and relatabilitylikeability thats largely missing from the film,scene,1
this scene stealer brings the joy humor and relatabilitylikeability thats largely missing from the film,humor,1
if i wa reviewing the animation it would be a 10 all the way,animation,1
incredible animation good plot and a little lax in term of the history of the character it attempt to create,animation,1
incredible animation good plot and a little lax in term of the history of the character it attempt to create,plot,1
incredible animation good plot and a little lax in term of the history of the character it attempt to create,character,1
it is exciting to see the character with new animation but the rest of his trait are ultimately disappointing,character,0
it is exciting to see the character with new animation but the rest of his trait are ultimately disappointing,animation,1
i will say the film doe lack in humor or it very few in between which could have been better,humor,0
it lack a certain amount of heart but evans is an inspired choice to voice the main character not surprisingly the animation is topoftheline and there are some joke that dedicated studio fan will easily pick up on so sitting through this is not a totally unenjoyable experience it just that the finished product is hardly compelling,heart,0
it lack a certain amount of heart but evans is an inspired choice to voice the main character not surprisingly the animation is topoftheline and there are some joke that dedicated studio fan will easily pick up on so sitting through this is not a totally unenjoyable experience it just that the finished product is hardly compelling,character,1
it lack a certain amount of heart but evans is an inspired choice to voice the main character not surprisingly the animation is topoftheline and there are some joke that dedicated studio fan will easily pick up on so sitting through this is not a totally unenjoyable experience it just that the finished product is hardly compelling,animation,1
it lack a certain amount of heart but evans is an inspired choice to voice the main character not surprisingly the animation is topoftheline and there are some joke that dedicated studio fan will easily pick up on so sitting through this is not a totally unenjoyable experience it just that the finished product is hardly compelling,joke,1
did it go off the deep end to try a shocking twist yes,twist,1
the cat scene are fun but the film overall is just boring and doesnt add anything to the toy story universe,scene,1
some good chuckle and superb animation,animation,1
some good chuckle and superb animation,chuckle,1
ivan is also great but not really a character,character,1
overall it will be acceptable to most audience with the robot cat being a likely favorite character for many viewer,character,1
and a a 40 scifi lover i also like the story character and production,story,1
and a a 40 scifi lover i also like the story character and production,character,1
having been there for the first toy story i thought that this animation wa 2nd to none,animation,1
i thought lightyear wa a great new inventive way of brining buzz story to life,story,1
i didnt think a lot of the comedy landed well for me,comedy,0
a lot of plot hole,plot,0
if this movie doe one thing right aside from the animation hopefully it help people love cat a little bit more,animation,1
the villain is zurg who turn out to be buzz from the future,villain,0
i think the the comedy is mostly weak throughout the movie but i appreciate this depends on your sense of humour,comedy,0
i think the the comedy is mostly weak throughout the movie but i appreciate this depends on your sense of humour,humour,0
while the film delivers some impressive visual effect and exciting action sequence it fall short of reaching the full potential one would expect from a film of this caliber,visual,1
while the film delivers some impressive visual effect and exciting action sequence it fall short of reaching the full potential one would expect from a film of this caliber,action sequence,1
truly delightful and the character and their story line were thoughtful cute and nostalgic,character,1
truly delightful and the character and their story line were thoughtful cute and nostalgic,story line,1
410the nostalgia wa there for ten minute and then it went away a the story trail away into something that just didnt sit right,story,0
the interstellar star war and timetraveling scifi concept are set with a more than engaging premise,concept,1
they really know how to bring their character to life and make their film visually stunning,character,1
they really know how to bring their character to life and make their film visually stunning,visually,1
awesome cast of new character,character,1
awesome cast of new character,cast,1
i have to write 100 more character but this movie doe not deserve it,character,0
fantastic visuals decent story with humour,visuals,1
fantastic visuals decent story with humour,story,0
fantastic visuals decent story with humour,humour,0
some of the secondary character involved in buzz adventure may occasionally come across a overly intrusive,character,0
some of the secondary character involved in buzz adventure may occasionally come across a overly intrusive,adventure,0
and the message of letting go of the past moving on and guilt seemed to me a very good implementation,message,1
the movie itself take a very steep dive in story quality less than quarter the way through the visuals although clearly really good will barely keep kid captured because the exciting visuals seldom appear scene are very static,story,1
the movie itself take a very steep dive in story quality less than quarter the way through the visuals although clearly really good will barely keep kid captured because the exciting visuals seldom appear scene are very static,visuals,1
the movie itself take a very steep dive in story quality less than quarter the way through the visuals although clearly really good will barely keep kid captured because the exciting visuals seldom appear scene are very static,visuals,1
the movie itself take a very steep dive in story quality less than quarter the way through the visuals although clearly really good will barely keep kid captured because the exciting visuals seldom appear scene are very static,scene,1
i also think the twist could have been established a little better than it wa,twist,0
try to watch a a completely unrelated story to toy story,story,0
sox is honestly my favorite part of the movie and the only character that made me laugh when the movie wanted me to laugh plus the animation here is great,character,1
sox is honestly my favorite part of the movie and the only character that made me laugh when the movie wanted me to laugh plus the animation here is great,animation,1
writerdirector angus maclane wa the codirector on finding dory 2016 while his cowriter here wa jason headley onward 2020 and the story wa developed by matthew aldrich coco 2017,story,0
ultimately it sox the emotional support cat that show where pixar shine a quirky cute and smart animatronic cat who pull the other character along,character,1
couldnt care less for the plot,plot,0
which is strange because the movie is a by the number scifi action film with a basic form a team and stop the thanos like villain plot,plot,0
character buzz wa weak and his supporting ragtag crew wa even more weak despite having talent like taika waititi,character,0
also the other character other than sox were boring at best and at worst unbearable,character,0
of the character it is agreed that sox is the best so lovable and funny and a character worthy of his own series,character,1
of the character it is agreed that sox is the best so lovable and funny and a character worthy of his own series,character,1
the film start very well in the introduction but a the story progress it fails to maintain the level and in the end it had already lost interest however an undeniable factor is the quality of pixars animation which improves the film in film,story,0
more of an animation for adult or older child,animation,1
to start buzz ha really gotten a bad change to his character,character,0
entertaining funny amazing animation quality and much more,animation,1
the problem i have here is with the character and the plotline surrounding buzz lightyears chris evans stubbornness,character,0
the problem i have here is with the character and the plotline surrounding buzz lightyears chris evans stubbornness,plotline,0
it not a terrible scifi story but it lack charm and is definitely too long,story,0
great voice acting,voice acting,1
great story great character funny and touching animation off the scale we loved it with little nod to the original what more could you want,story,1
great story great character funny and touching animation off the scale we loved it with little nod to the original what more could you want,character,1
great story great character funny and touching animation off the scale we loved it with little nod to the original what more could you want,animation,1
great story great character funny and touching animation off the scale we loved it with little nod to the original what more could you want,original,1
not only is the advanced 3d animation an obvious anachronism but the story also feature elementslike a samesex relationshipthat while welcome in modern family film would wrongly never have been included in a mainstream childrens movie of that era,animation,1
not only is the advanced 3d animation an obvious anachronism but the story also feature elementslike a samesex relationshipthat while welcome in modern family film would wrongly never have been included in a mainstream childrens movie of that era,story,0
oh and i dont think it wa made for kid at least not very young kid but not all animation should be,animation,0
i wa entertained the entire time and invested in the character,character,1
feel like a new exciting origin story but still can draw parallel to original charactersxr mira,story,1
feel like a new exciting origin story but still can draw parallel to original charactersxr mira,character,1
lightyear is the new pixar production that bet on nostalgia and brings the character of buzz lightyear to his own movie the result is a visual delight in animation but with an unlikely and a bit boring script that contains a positive message but already before seen,character,1
lightyear is the new pixar production that bet on nostalgia and brings the character of buzz lightyear to his own movie the result is a visual delight in animation but with an unlikely and a bit boring script that contains a positive message but already before seen,visual,1
lightyear is the new pixar production that bet on nostalgia and brings the character of buzz lightyear to his own movie the result is a visual delight in animation but with an unlikely and a bit boring script that contains a positive message but already before seen,animation,1
lightyear is the new pixar production that bet on nostalgia and brings the character of buzz lightyear to his own movie the result is a visual delight in animation but with an unlikely and a bit boring script that contains a positive message but already before seen,script,0
lightyear is the new pixar production that bet on nostalgia and brings the character of buzz lightyear to his own movie the result is a visual delight in animation but with an unlikely and a bit boring script that contains a positive message but already before seen,message,1
an the surprise twist really didnt help the movie for me it just made me wish it wa over already,twist,0
the movie shouldve added additional character to this film to help it stand out more,character,0
the magic of toy story wa the toy coming to life the character and how toy shape childhood this film doe not have any real emotional engagement it is style over substance with a story full of action machine and creature sox the cat doe get some good moment of humour and obviously it is designed brilliantly with colourful visuals i just wish it had more depth it an entertaining enough sciencefiction adventure,character,1
the magic of toy story wa the toy coming to life the character and how toy shape childhood this film doe not have any real emotional engagement it is style over substance with a story full of action machine and creature sox the cat doe get some good moment of humour and obviously it is designed brilliantly with colourful visuals i just wish it had more depth it an entertaining enough sciencefiction adventure,style,0
the magic of toy story wa the toy coming to life the character and how toy shape childhood this film doe not have any real emotional engagement it is style over substance with a story full of action machine and creature sox the cat doe get some good moment of humour and obviously it is designed brilliantly with colourful visuals i just wish it had more depth it an entertaining enough sciencefiction adventure,story,0
the magic of toy story wa the toy coming to life the character and how toy shape childhood this film doe not have any real emotional engagement it is style over substance with a story full of action machine and creature sox the cat doe get some good moment of humour and obviously it is designed brilliantly with colourful visuals i just wish it had more depth it an entertaining enough sciencefiction adventure,humour,1
the magic of toy story wa the toy coming to life the character and how toy shape childhood this film doe not have any real emotional engagement it is style over substance with a story full of action machine and creature sox the cat doe get some good moment of humour and obviously it is designed brilliantly with colourful visuals i just wish it had more depth it an entertaining enough sciencefiction adventure,depth,0
good thing starting with the plus point lightyear is gorgeously animated with it shining especially in the visually inventive action sequence and the galactic background,action sequence,1
good thing starting with the plus point lightyear is gorgeously animated with it shining especially in the visually inventive action sequence and the galactic background,background,1
i had a great time watching it and i really thought it wa ham in toy story lorestuff but im glad it doesnt,lore,1
the score wa disappointing a well,score,0
and yeah it just a amazing movie and also stick around for the post credit scene and for the other two scene after all of the credit too because they point towards a sequel,scene,1
and yeah it just a amazing movie and also stick around for the post credit scene and for the other two scene after all of the credit too because they point towards a sequel,scene,1
when it come to the design this movie is no different from disney recent animation though it doe have some unique aspect in it design,design,1
please go back to the authentic feel good story and actor selection,story,0
it doesnt deserve the negativity it been getting and i have a huge appreciation for the team who put this story together,story,1
i enjoy taika waititis work but in this his character becomes rather annoying very quickly,character,0
it is profound moving ha a beautiful homage to star war throughout ha great scripting scene and twist and show that pixar movie can literally take a step into the beyond and see what happens,scripting,1
it is profound moving ha a beautiful homage to star war throughout ha great scripting scene and twist and show that pixar movie can literally take a step into the beyond and see what happens,scene,1
it is profound moving ha a beautiful homage to star war throughout ha great scripting scene and twist and show that pixar movie can literally take a step into the beyond and see what happens,twist,1
the voice acting is well done although chris evans give an excellent performance buzz just isnt buzz without the talent of tim allen,voice acting,1
the character except sox are a bit bland including buzz himself,character,0
lightyear had the potential to be incredible in space but somehow they dropped the ball on the adventure element of the movie,adventure,0
these folk picked up the worst of all idea and stitched it together into a movie that is so bad it should be banned,idea,0
what a huge waste of a good character,character,1
lightyear is a fun take on the character we know while being it own version,character,1
character the character are pretty good and sox wa surprisingly not a annoying a i assumed he would be,character,1
character the character are pretty good and sox wa surprisingly not a annoying a i assumed he would be,character,1
actionpacked scene make you watch the movie breathlessly,scene,1
there wa one plot twist that i saw and i wa really surprised,plot,1
a foe want to destroy buzz with a twist for a bifrost looking crystal,twist,1
even though the robot cat character get a laugh every now and then and ha a few heartwarming moment the majority of it fall flat and i found him pretty forgettable,character,0
even though the robot cat character get a laugh every now and then and ha a few heartwarming moment the majority of it fall flat and i found him pretty forgettable,moment,1
in it effort to fit in with the toy story brand it is forced into plot aspect hinted at in the former film which leaf it somewhat hanging on the shirttail off the more superior work,plot,0
people need to stop focusing on silly stuff and enjoy the movie for what it is a fun sci fi fantasy origin story about buzz lightyear,story,1
animation wa great,animation,1
the script brings an important lesson clear enough that it is not only understood by adult viewer,script,1
the script brings an important lesson clear enough that it is not only understood by adult viewer,lesson,1
failing a a bit in not believing enough in itself about the main plot,plot,0
this movie had a great blend of nostalgia entertainment plot animation and it wa fun,plot,1
this movie had a great blend of nostalgia entertainment plot animation and it wa fun,animation,1
she make a good audience identification figure even if her character development arc is thoroughly predictable,character,0
she make a good audience identification figure even if her character development arc is thoroughly predictable,arc,0
throughout the movie we are introduced to new character like alisha hawthorneb played by uzo aduba wa a great character and i liked how she is the person that motivates buzz and i wish she wa in the movie more because uzo aduba killed it a alisha,character,1
i wa actually caught off guard by the villain the cat wa probably one of my favorite i just dont really think much of this movie but if you only watch movie for visual pleasing reason then i recommend,visual,1
i wa actually caught off guard by the villain the cat wa probably one of my favorite i just dont really think much of this movie but if you only watch movie for visual pleasing reason then i recommend,villain,0
space adventure for those who love spacethemed movie lightyear offer a complete adventure,adventure,1
